Data;Bond_Corporate_Eur_R;Bond_Aggregate_RMB_R;Bond_Aggregate_RMB_RD;Bond_Aggregate_EUR_R;Global_Bond_R;Bond_Flexible_R;Bond_Flexible_RD;Absolute_High_Yield_R;Global_Multi_Credit_R;SLJ_Local_Emerging_Markets_Debt_R;Bond_High_Yield_R;Bond_Emerging_Markets_R;Bond_Inflation_Linked;Bond_Emerging_Markets_RH;Bond_Corporate_EUR_Short_Term;II_Euro_Bond_R;II_Emerging_Bond_Total_Return_R;II_Emerging_Bond_Total_Return_RD;II_Emerging_Bond_Total_Return_Enhanced_R;Euro_Emerging_Markets_Bonds_R;Green_Euro_Credit_R;Active_Allocation_R;Flexible_Multistrategy_R;Conservative_Allocation_R;Conservative_Allocation_RD;II_Q-Flexible_R;Sustainable_Multiasset_R;Italian_Equity_Opportunities_R;Equity_Italy_Smart_Volatility_R;Equity_World_Smart_Volatility_R;Equity_World_Smart_Volatility_RH;Equity_Emerging_Markets_Smart_Volatility_R;Equity_China_Smart_Volatility_R;Equity_Emerging_Markets_New_Frontiers_R;Equity_Small_Mid_Cap_Europe;Top_European_Research_R;Equity_USA_R;Equity_USA_RH;Equity_China_A;Equity_Japan_R;II_Euro_Q-Equity_R;Sustainable_Global_Equity_R
12/06/2024;96.09;124.22;113.83;92.82;97.73;93.78;86.33;86.33;95.28;99.84;238.4;373.16;138.31;303.24;66.04;157.33;122.1;89.1;88.33;84.98;87.18;116.37;97.93;110.22;103.6;167.53;95.88;176.71;154.33;144.48;114.5;199.91;98.94;123.63;793.74;153.17;269.32;204.84;81.21;126.17;181.6;152.17
13/06/2024;96.27;125.21;114.74;92.94;98.58;93.95;86.49;86.49;95.29;100.73;238.28;377.56;138.28;304.5;66.08;157.47;122.51;89.39;88.65;85.15;87.41;116.32;97.88;110.09;103.48;166.67;95.82;173.14;151.11;145.24;114.52;202.36;100.24;124.49;783.95;151.37;271.77;205.26;81.62;125.6;178.22;151.86
14/06/2024;96.26;126.09;115.54;93.34;99.32;94.13;86.65;86.65;95.02;101.33;237.43;380.31;138.72;304.3;66.06;158.46;122.66;89.5;88.87;85.07;87.55;116.26;97.96;109.86;103.26;166.01;95.75;169.35;147.31;146.09;114.45;204.25;100.52;124.01;772.25;149.98;273.53;204.95;82.75;126.43;174.48;151.59
17/06/2024;95.96;125.67;115.16;93.02;98.84;93.82;86.37;86.37;94.98;100.8;237.3;377.55;138.5;302.93;66.01;157.97;122.28;89.22;88.67;84.91;87.28;116.29;97.8;110.02;103.42;166.32;95.87;170.4;148.28;146.56;115.11;203.22;100.11;123.84;772.07;150.11;274.58;206.22;82.82;124.31;175.57;152.09
18/06/2024;96.17;125.62;115.11;93.26;99.15;94.12;86.64;86.64;95.19;101.4;237.83;378.52;139.22;304.28;66.07;158.38;122.6;89.46;88.96;85.09;87.41;116.62;98.09;110.32;103.7;167.03;96.25;172.57;150.09;146.87;115.51;204;99.67;124.37;779.37;151.26;274.81;206.83;82.89;125.26;176.85;152.7
19/06/2024;96.17;125.53;115.02;93.15;99.06;94.05;86.58;86.58;95.25;101.38;237.83;377.65;138.64;303.87;66.08;158.08;122.54;89.41;88.88;85.13;87.41;116.85;98.09;110.28;103.66;166.9;96.25;171.77;149.7;146.87;115.51;206.16;101.57;124.02;778.36;150.98;274.81;206.83;82.67;125.71;176.07;152.7
20/06/2024;96.09;125.76;115.24;93.06;99.08;93.96;86.5;86.5;95.28;101.28;238.06;378.51;138.57;303.75;66.08;157.91;122.46;89.35;88.8;85.1;87.33;116.88;98.15;110.33;103.71;167.28;96.2;174.36;151.75;147.06;115.54;206.66;101.18;124.28;786.57;152.33;274.23;205.98;82.39;125.48;178.18;152.56
21/06/2024;96.21;126.08;115.53;93.13;99.39;94.04;86.57;86.57;95.29;101.89;238.01;379.82;138.5;303.63;66.12;157.96;122.57;89.44;88.77;85.14;87.44;116.73;98.11;110.26;103.64;166.66;96.21;172.55;150.24;147.2;115.35;206.25;100.08;124.29;779.55;151.24;274.76;205.6;82.28;125.2;176.56;152.62
24/06/2024;96.19;125.59;115.08;93.11;99.17;94.06;86.59;86.59;95.38;101.82;238.2;378.52;138.5;303.86;66.14;157.97;122.65;89.49;88.96;85.16;87.42;116.98;98.17;110.36;103.73;167.01;96.06;175.42;152.84;146.99;115.61;204.76;99.53;123.36;784.92;152.13;273.02;205.24;81.63;125.26;178.02;152.33
25/06/2024;96.27;125.91;115.38;93.18;99.36;94.07;86.6;86.6;95.44;101.98;238.33;379.75;138.32;304.06;66.16;158.11;122.65;89.49;88.91;85.18;87.48;117.2;98.19;110.36;103.73;166.91;96.05;174.15;152.05;147.56;115.8;205.46;99.89;124.26;781.1;152.05;274.69;205.91;81.25;127.23;177.31;152.67
26/06/2024;96.16;125.9;115.36;92.89;99.05;93.75;86.3;86.3;95.43;101.5;238.24;379.34;137.75;303.19;66.16;157.43;122.55;89.42;88.8;85.12;87.37;117.01;98.12;110.19;103.58;166.58;95.83;172.93;151.36;147.56;115.68;205.89;100.29;124.7;776.84;151.24;275.34;205.97;81.79;127.12;176.45;152.85
27/06/2024;96.2;125.71;115.19;92.85;98.76;93.8;86.35;86.35;95.41;100.83;238.2;378.39;137.76;303.28;66.17;157.27;122.51;89.39;88.79;85.08;87.41;116.89;98.06;110.14;103.52;166.45;95.82;171.98;150.14;147.18;115.65;204.67;98.13;123.83;774.84;150.59;274.9;206.18;80.85;126.74;175.83;153.18
28/06/2024;96.1;125.59;115.08;92.66;98.64;93.56;86.13;86.13;95.32;101.03;238.24;376.7;137.33;302.04;66.17;156.81;122.47;89.36;88.73;85.04;87.3;116.76;97.99;110.01;103.4;166.1;95.96;171.8;150.03;146.76;115.38;205.59;98.02;123.43;772.47;150.32;273.4;205.09;81.25;127.03;175.37;153.23
01/07/2024;95.98;125.17;114.7;92.28;98;93.2;85.79;85.79;95.5;100.31;238.65;373.73;136.78;300;66.17;155.88;122.01;89.03;88.27;84.78;87.15;116.78;98.04;110.08;103.46;166.3;95.63;173.79;152.28;146.82;115.61;205.72;98.02;123.63;775.58;150.7;273.77;205.59;81.25;126.35;176.81;153
02/07/2024;96.06;125.07;114.61;92.43;97.99;93.33;85.92;85.92;95.53;99.89;238.7;373.84;137.16;300.43;66.2;156.14;121.89;88.94;88.19;84.71;87.23;117.14;98.15;110.24;103.62;166.44;95.97;172.8;151.32;147.24;116.02;204.33;97.99;123.98;773.73;149.9;275.08;206.81;81.05;127.36;176.19;153.46
03/07/2024;96.35;124.69;114.26;92.82;98.03;93.72;86.28;86.28;95.62;100.45;239.09;374.19;137.92;302.36;66.25;156.96;122.26;89.21;88.54;84.94;87.46;117.58;98.38;110.58;103.94;167.51;96.31;174.87;152.95;147.13;116.42;205.26;98.67;124.03;782.85;150.9;274.96;207.89;80.59;127.6;178.34;154.23
04/07/2024;96.32;124.61;114.19;92.75;98.09;93.66;86.22;86.22;95.7;100.86;239.23;373.86;137.85;302.15;66.26;156.74;122.16;89.13;88.51;84.96;87.44;117.73;98.46;110.67;104.02;167.88;96.42;175.94;153.95;147.13;116.42;207.47;99.17;124.41;787.91;151.83;274.96;207.89;80.42;128.69;179.37;154.23
05/07/2024;96.59;124.69;114.26;93.13;98.36;94.09;86.61;86.61;95.78;101.08;239.48;375.79;138.73;304.17;66.32;157.52;122.53;89.4;88.78;85.16;87.68;117.92;98.56;110.9;104.24;168.18;96.57;175.82;153.66;147.59;116.92;207.33;98.08;124.53;787.2;151.52;275.88;208.93;80.01;128.06;179.13;154.69
08/07/2024;96.72;124.44;114.03;93.33;98.46;94.21;86.73;86.73;95.92;101.47;239.85;376.59;138.93;305.04;66.35;157.94;122.55;89.42;88.77;85.3;87.78;117.92;98.55;111.02;104.35;168.03;96.54;175.94;153.78;147.55;116.95;207.61;97.03;124.34;786.39;151.43;276.23;209.44;79.49;127.65;178.82;154.65
09/07/2024;96.59;124.58;114.16;93.01;98.38;94.06;86.59;86.59;95.99;101.62;239.87;376.77;138.09;304.66;66.33;157.22;122.62;89.47;88.91;85.26;87.65;117.88;98.51;110.82;104.16;167.55;96.37;174.92;153.11;147.6;116.87;208.66;97.61;124.34;782.11;149.99;276.72;209.42;80.96;128.15;176.6;154.14
10/07/2024;96.74;124.49;114.07;93.34;98.52;94.22;86.73;86.73;96.05;102.12;239.99;377.44;138.73;305.37;66.36;157.96;122.78;89.59;89.05;85.42;87.79;118.41;98.69;111.28;104.59;168.48;96.96;176.78;154.86;148.86;117.93;208.48;97.37;124.09;788.83;151.35;279.49;211.68;80.4;128.69;178.4;155.39
11/07/2024;97.06;124.33;113.93;93.88;98.8;94.72;87.2;87.2;96.18;102.63;240.31;378.23;139.47;307.45;66.45;158.85;123.28;89.95;89.46;85.77;88.08;118.74;98.85;111.46;104.77;168.9;97.39;177.36;155.18;148.02;117.57;209.86;98.56;124.15;794.35;152.12;276.34;210.42;80.98;131.92;179.09;155.74
12/07/2024;96.93;124.29;113.89;93.77;98.78;94.73;87.21;87.21;96.22;102.78;240.47;377.57;139.18;307.74;66.45;158.58;123.32;89.98;89.46;85.79;87.96;119.01;98.87;111.74;105.02;169.4;97.69;178.87;156.32;148.43;118.13;209.34;100.14;124.19;799.25;153.37;277.27;211.72;81.09;131.57;181.23;157.07
15/07/2024;97.05;124.11;113.34;93.93;98.6;94.74;86.62;86.62;96.22;102.34;240.53;376.55;139.53;307.12;66.48;158.92;123.19;89.89;89.38;85.78;88.06;119.16;98.78;111.76;104.7;169.12;97.79;177.7;155.42;148.47;118.24;208.62;98.59;124.26;791.76;151.94;277.27;211.72;81.08;131.57;179.44;157.24
16/07/2024;97.17;124.59;113.78;94.16;99.16;94.94;86.81;86.81;96.25;103.1;240.63;378.63;139.89;307.71;66.51;159.45;123.28;89.95;89.44;85.84;88.18;119.54;98.88;112.07;104.99;169.23;98.65;178.03;155.56;149.57;118.84;209.02;97.79;124.87;793.24;151.55;279.37;212.45;81.81;131.43;178.68;158.61
17/07/2024;97.14;124.2;113.42;94.2;98.83;94.89;86.76;86.76;96.32;102.58;240.62;376.14;140.11;307.15;66.5;159.47;123.16;89.87;89.29;85.83;88.18;119.29;98.84;111.79;104.73;168.3;97.66;177.76;155.55;148.14;118.01;206.99;97.06;123.79;788.13;150.51;273.62;209.01;80.79;133.39;176.83;157.3
18/07/2024;97.19;124.31;113.52;94.2;98.75;94.85;86.73;86.73;96.26;102.23;240.67;375.78;140.14;306.37;66.54;159.51;123;89.75;89.2;85.76;88.2;119.04;98.79;111.68;104.63;167.64;97.3;178.53;156.21;147.44;117.31;206.54;97.26;124.55;789.23;149.98;271.5;207;81.5;132.43;176.39;156.29
19/07/2024;97.06;124.25;113.46;93.9;98.54;94.6;86.5;86.5;96.11;101.69;240.62;375.51;139.52;305.46;66.52;158.88;122.85;89.64;89.05;85.65;88.08;118.53;98.58;111.34;104.3;166.77;96.62;176.91;155.03;146.66;116.53;204.16;95.96;124.06;782.41;149.1;270.26;205.57;81.4;132.06;174.86;155.39
22/07/2024;96.99;124.31;113.52;93.78;98.51;94.55;86.45;86.45;96.16;101.81;240.8;376.62;139.17;306.19;66.5;158.73;123.13;89.85;89.2;85.75;88;118.81;98.6;111.51;104.46;167.47;97.12;178.99;157.12;147.78;117.38;203.72;97.12;123.21;788.95;150.47;273.07;207.55;80.98;131.43;177.23;156.93
23/07/2024;97.28;124.84;114;94.05;98.9;94.71;86.6;86.6;96.15;102.04;240.99;378.49;139.11;306.57;66.57;159;123.37;90.02;89.36;85.8;88.24;118.88;98.52;111.51;104.46;167.74;97.24;178.97;157.23;148;117.18;204.62;96.22;123;788.9;150.87;273.94;207.49;79.18;132.91;177.83;157.38
24/07/2024;97.34;124.8;113.97;94.01;98.81;94.67;86.56;86.56;96.07;101.72;241;377;138.96;305.54;66.61;158.86;123.28;89.95;89.28;85.79;88.29;118.08;98.38;111.33;104.3;166.37;96.26;177.74;156.38;145.97;115.49;203.77;95.58;122.75;784.52;149.8;267.51;202.83;78.6;132.99;176.01;154.47
25/07/2024;97.37;125.8;114.88;94.11;99.01;94.7;86.59;86.59;95.99;101.81;240.74;376.85;138.84;305.43;66.62;159.13;123.24;89.92;89.22;85.74;88.34;117.92;98.2;111.27;104.24;165.22;96.14;174.85;153.95;145.22;114.93;202.27;94.13;122.12;776.11;148.76;266.21;201.83;78.17;129.65;173.89;153.98
26/07/2024;97.46;125.48;114.59;94.2;99.11;94.88;86.75;86.75;96.02;102.19;240.89;377.92;138.91;306.29;66.64;159.31;123.48;90.1;89.3;85.84;88.41;118.43;98.36;111.66;104.6;166.01;96.91;175.4;154.24;146.51;115.98;202.36;94.29;122.5;781.54;149.9;269.18;204.08;78.22;129.03;175.31;155.56
29/07/2024;97.65;125.98;115.05;94.5;99.56;95.04;86.9;86.9;96.03;102.26;241.12;379.93;139.36;306.79;66.69;159.92;123.68;90.25;89.56;86.01;88.57;118.56;98.54;111.77;104.71;165.98;97.08;174.19;153.46;147.22;116.21;203.68;95.06;123.33;782.47;149.52;270.08;203.95;78.19;131.58;173.87;155.61
30/07/2024;97.8;126.5;115.52;94.66;99.79;95.16;87.01;87.01;96.14;102.6;241.44;380.41;139.53;306.86;66.74;160.15;123.72;90.28;89.74;86.07;88.68;118.53;98.6;111.92;104.84;166;97.1;175.4;154.55;147.06;116.01;202.74;93.95;123.3;786.57;150.38;268.63;202.57;77.51;130.86;174.56;155.07
31/07/2024;97.98;126.89;115.88;95.01;100.32;95.45;87.28;87.28;96.24;103.53;241.8;381.37;140.2;308.07;66.79;160.82;124.15;90.59;89.96;86.22;88.83;119.29;98.89;112.23;105.14;167.34;98.02;174.62;153.85;148.6;117.14;204.88;95.97;123.49;791.99;151.77;272.63;205.91;79.33;136.11;175.7;156.88
01/08/2024;98.22;127.24;116.2;95.41;100.97;95.9;87.69;87.69;96.27;104.51;241.92;382.85;140.75;308.41;66.86;161.38;124.46;90.82;90.19;86.46;89.04;118.61;98.75;111.93;104.86;166.09;97.05;170.15;149.95;147.49;115.96;205.82;95.54;122.47;782.03;149.91;269.88;203.34;78.94;132.71;171.71;154.42
02/08/2024;98.22;127.07;116.04;95.77;100.87;96.36;88.11;88.11;95.96;104.72;241.16;379.87;140.46;309.66;66.88;161.94;124.77;91.04;90.37;86.57;89.09;117.7;98.51;111.46;104.42;164.15;95.61;166.37;146.5;143.89;114.04;198.8;93.2;120.85;759.52;145.72;261.25;199.14;76.96;127.23;166.98;151.69
05/08/2024;97.69;127.56;116.49;95.61;100.85;96.11;87.88;87.88;95.32;104.44;239.78;375.72;139.89;307.86;66.74;161.86;124.44;90.8;90.06;86.4;88.68;115.81;97.54;110.66;103.67;161.37;94.46;162.75;143.26;139.26;110.63;190.59;91.95;117.09;742.49;142.53;252.07;193.21;75.94;116.95;164.24;147.04
06/08/2024;97.8;127.48;116.42;95.61;100.69;95.98;87.76;87.76;95.5;104.26;240.21;376.58;140.3;307.29;66.76;161.99;124.38;90.76;90.02;86.4;88.77;116.15;97.82;110.81;103.81;161.76;94.78;162.21;142.71;140.98;111.69;193.81;92.4;119.24;744.38;143.02;255.24;194.76;76.38;124.93;164.4;148.94
07/08/2024;97.77;126.97;115.95;95.18;100.19;95.73;87.53;87.53;95.81;104.09;240.98;377.2;140;307.73;66.79;161.1;124.45;90.81;90.1;86.36;88.68;116.09;97.89;110.76;103.76;162.02;94.53;165.32;145.69;141.07;111.89;197.24;93.34;120.01;755.95;145.07;253.28;193.24;76.04;124.46;167.56;148.63
08/08/2024;97.78;127.21;116.17;95.17;100.39;95.73;87.53;87.53;95.83;104.63;241.02;378.21;139.84;307.8;66.82;161.08;124.49;90.84;90.15;86.31;88.69;116.9;97.97;111.18;104.15;162.93;95.53;164.52;145.15;143.25;113.4;197.21;93.78;120.09;753.6;145.39;259.81;197.71;76.5;124.09;167.48;150.86
09/08/2024;97.94;126.91;115.89;95.46;100.79;95.99;87.77;87.77;95.89;105.44;241.34;379.15;140.07;308.99;66.84;161.65;124.86;91.11;90.45;86.49;88.84;117.28;98.06;111.35;104.32;163.75;95.78;164.94;145.48;143.83;113.94;199.84;94.4;120.76;758.62;146.28;260.51;198.5;76.27;124.43;167.85;151.56
12/08/2024;97.96;126.36;115.39;95.45;100.59;96.02;87.8;87.8;95.96;105.32;241.62;379.66;140.34;309.61;66.86;161.61;124.96;91.18;90.39;86.53;88.86;117.51;98.2;111.37;104.33;163.8;95.63;165.64;146.08;143.52;113.82;200.62;94.79;120.93;760.39;146.25;260.94;198.96;76.2;124.43;167.8;151.33
13/08/2024;98.13;126.59;115.6;95.82;100.9;96.32;88.07;88.07;95.99;105.74;241.71;379.91;140.77;310.48;66.91;162.33;125.19;91.35;90.63;86.61;89.02;118.5;98.49;111.84;104.78;165.06;96.53;165.94;146.4;145.17;115.27;200.58;94.9;120.92;763.93;147.01;264.43;201.99;76.48;126.65;168.44;153.74
14/08/2024;98.17;126.42;115.45;95.82;100.62;96.43;88.17;88.17;96.16;105.97;242.12;378.37;140.59;311.4;66.92;162.36;125.39;91.5;90.72;86.68;89.03;118.68;98.43;112;104.92;165.68;96.55;167.38;147.75;145.03;115.8;200.28;93.53;120.74;768.68;147.63;263.97;203.06;75.41;127.25;169.53;154.22
15/08/2024;98.17;126.42;115.45;95.82;100.62;96.43;88.17;88.17;96.16;105.97;242.12;378.37;140.59;311.4;66.92;162.36;125.39;91.5;90.72;86.68;89.03;118.68;98.43;112;104.92;165.68;96.55;167.38;147.75;145.03;115.8;200.28;93.53;120.74;768.68;147.63;263.97;203.06;75.41;127.25;169.53;154.22
16/08/2024;98.08;126.46;115.48;95.42;100.44;96.19;87.95;87.95;96.35;105.77;242.98;380.62;140.02;311.93;66.92;161.52;125.39;91.49;90.64;86.7;88.91;119.62;98.61;112.4;105.29;167.14;97.6;170.27;150.5;147.75;117.65;203.99;95.48;122.23;778.04;149.89;269.81;206.63;76.42;129.94;173.04;156.97
19/08/2024;98.15;126.31;115.34;95.5;100.35;96.23;87.99;87.99;96.42;106.03;243.29;379.02;140.02;312.69;66.95;161.59;125.59;91.64;90.84;86.77;88.95;120.02;98.71;112.68;105.56;168.07;98.05;171.23;151.31;148.1;118.4;204.37;95.85;122.03;783.28;150.58;270.51;208.46;76.59;128.97;174.11;158.1
20/08/2024;98.29;125.92;114.99;95.71;100.26;96.44;88.18;88.18;96.45;105.85;243.36;378.74;140.14;313.73;66.98;161.99;125.73;91.74;91.02;86.89;89.07;119.89;98.71;112.62;105.51;168.23;97.82;170.19;150.44;147.62;118.31;203.89;94.69;122.06;779.09;150;269.04;208.2;75.8;131.09;173.59;158
21/08/2024;98.43;125.94;115;95.89;100.26;96.57;88.3;88.3;96.53;105.71;243.64;378.6;140.37;314.01;67.03;162.32;125.79;91.78;91.05;86.94;89.2;120.23;98.86;112.89;105.76;168.56;98.26;171.43;151.52;148.1;118.79;203.14;94.1;122.24;780.96;150.44;269.67;208.92;75.61;131.04;174.52;158.63
22/08/2024;98.22;125.83;114.9;95.54;99.89;96.31;88.06;88.06;96.53;104.87;243.73;378.11;140.01;313.27;67;161.71;125.49;91.57;90.76;86.88;89;119.76;98.6;112.61;105.5;167.89;97.66;171.39;151.42;147.51;118.23;203.33;95.03;122.23;783.09;151.02;267.36;206.94;75.78;131.01;174.42;157.78
23/08/2024;98.33;125.49;114.6;95.77;99.95;96.49;88.23;88.23;96.61;105.49;243.96;377.12;140.6;314.18;67.04;162.08;125.8;91.79;91.01;86.96;89.09;120.45;98.87;113.02;105.88;168.94;98.58;173.26;152.98;147.99;119.04;202.2;94.08;122.38;787.88;151.57;268.95;209.28;75.42;131.95;175.49;159.48
26/08/2024;98.28;125.73;114.82;95.65;100.11;96.45;88.19;88.19;96.67;105.62;244.08;377.29;140.71;314.24;67.04;161.82;125.84;91.82;91.14;86.96;89.02;120.27;98.75;112.95;105.81;168.65;98.35;172.88;152.7;147.85;118.84;203.01;93.56;122.36;788.02;151.45;268.16;208.62;75.62;132.65;175.18;159
27/08/2024;98.2;125.52;114.62;95.37;99.81;96.29;88.04;88.04;96.76;105.21;244.31;377.67;139.91;314.27;67.05;161.08;125.74;91.75;91.08;86.94;88.93;120.35;98.76;112.94;105.8;168.58;98.36;173.42;153.29;148.19;119;202.66;93.43;122.35;789.01;151.72;268.89;209;75.27;133.76;175.29;159.3
28/08/2024;98.29;126;115.06;95.51;100.14;96.35;88.09;88.09;96.85;105.45;244.52;379.03;140.02;314.36;67.07;161.41;125.78;91.78;91.19;87;89.01;120.16;98.73;112.86;105.73;168.45;98.33;174.13;153.88;148.24;118.73;202.85;92.48;122.12;791.63;152.14;268.23;207.82;75.19;134.45;175.8;158.86
29/08/2024;98.29;126.84;115.83;95.47;100.26;96.32;88.07;88.07;96.96;105.37;244.65;380.76;139.74;314.06;67.09;161.28;125.73;91.74;91.13;86.99;89;120.31;98.68;112.98;105.84;168.66;98.67;175.3;154.91;149.13;119;203.35;93.41;122.96;796.08;153.38;270.03;208.11;75.5;134.01;177.41;159.23
30/08/2024;98.21;127.06;116.03;95.32;100.13;96.23;87.99;87.99;97.06;105.3;245.09;380.43;139.45;313.73;67.08;161.04;125.72;91.73;91.14;87.01;88.93;120.66;98.73;113.18;106.03;169.13;99.05;176.48;155.85;150.2;119.84;204.01;94.59;122.82;798.45;153.41;272.87;210.24;76.71;134.37;177.39;160.67
02/09/2024;98.08;126.81;115.8;95.12;99.83;96.08;87.85;87.85;97.06;104.74;245.14;380.17;139.25;313.54;67.07;160.69;125.59;91.64;91.06;86.96;88.82;120.61;98.66;113.14;105.99;169.08;98.87;175.44;155.23;150.2;119.84;203.24;93.38;122.86;796.25;153.32;272.87;210.24;75.22;133.02;177.77;160.67
03/09/2024;98.3;127.24;116.2;95.48;100.31;96.31;88.06;88.06;97.09;104.93;245.12;381.36;139.67;313.74;67.1;161.36;125.8;91.79;91.22;86.98;89.04;119.85;98.61;112.65;105.53;167.8;97.79;172.75;153.19;148.69;118.45;202.63;93.5;122.63;789.25;151.73;268.05;206.15;75.42;135.63;175.61;158.09
04/09/2024;98.49;127.08;116.05;95.92;100.56;96.62;88.34;88.34;96.99;105.49;244.93;380.45;140.1;314.33;67.14;162.24;125.95;91.9;91.51;87.09;89.21;119.85;98.65;112.66;105.54;167.35;97.61;172.05;152.47;147.58;117.89;199.18;92.38;122.17;784.32;150.17;266.37;205.75;74.4;132.91;173.63;157.56
05/09/2024;98.57;127.6;116.52;96.06;100.89;96.74;88.45;88.45;97.03;106.1;245.09;381.74;140.26;315.01;67.17;162.46;126.19;92.08;91.7;87.23;89.29;119.8;98.74;112.61;105.5;167.03;97.44;171.58;152.47;147.1;117.4;200;92.43;122.08;783.82;149.32;266.21;205.44;74.59;132.46;172.86;156.93
06/09/2024;98.72;127.4;116.34;96.29;100.97;96.92;88.62;88.62;97.06;106.24;245.19;380.69;140.49;315.29;67.22;162.86;126.33;92.18;91.8;87.32;89.42;119.32;98.57;112.23;105.13;165.95;96.74;169.64;150.74;144.71;115.74;199.05;92.02;121.56;777.12;147.68;260.72;202.02;73.72;132.65;170.27;155.46
09/09/2024;98.81;127.83;116.73;96.34;101.34;97.01;88.7;88.7;97.09;106.33;245.33;383.28;140.47;315.23;67.25;162.89;126.41;92.24;91.89;87.29;89.49;119.75;98.74;112.58;105.46;166.46;97.3;171.08;152;146.72;116.76;198.53;91.3;121.88;783.14;148.73;265.11;203.83;73.19;132.34;171.7;156.9
10/09/2024;98.91;128.18;117.06;96.5;101.65;97.14;88.82;88.82;96.98;106.5;245.35;384.53;140.44;315.55;67.27;163.22;126.58;92.37;92.04;87.36;89.57;119.84;98.82;112.64;105.52;166.65;97.3;169.58;150.62;147.35;117.05;198.81;91.71;121.67;779.92;147.88;267.35;205.16;73.43;132.84;170.58;157.41
11/09/2024;98.87;128.49;117.34;96.69;102.07;97.31;88.98;88.98;96.75;106.99;245.05;385;140.55;315.64;67.26;163.74;126.58;92.36;92.09;87.4;89.55;120.13;98.83;112.83;105.7;167.46;97.58;169.18;150.37;148.04;117.47;198.05;91.51;121.54;776.94;148.01;270.43;207.33;73.47;131.97;171.08;158.16
12/09/2024;98.69;128.04;116.92;96.42;101.69;97.18;88.86;88.86;96.86;106.72;245.41;384.47;140.4;316.04;67.21;163.3;126.61;92.38;92.1;87.39;89.4;120.37;98.88;112.93;105.8;168.28;97.81;170.46;151.58;148.91;118.47;200.31;91.7;121.5;781.82;149.31;271.44;208.54;72.97;133.28;172.8;159.27
13/09/2024;98.82;128.17;117.05;96.57;102.02;97.32;88.99;88.99;97;107.71;245.75;384.35;140.85;317.25;67.26;163.45;126.94;92.62;92.37;87.51;89.49;120.66;99;113.26;106.1;168.79;98.38;171.36;152.19;149.26;119.01;201.07;91.73;121.27;790.92;150.38;271.51;209.44;72.86;132.89;174.02;159.84
16/09/2024;99;128.17;117.05;96.77;102.01;97.53;89.18;89.18;97.21;107.73;246.18;385.14;141.37;318.84;67.32;163.79;127.19;92.81;92.61;87.61;89.63;120.8;99.06;113.4;106.24;169.03;98.46;171.22;152.15;149.21;119.23;200.93;91.86;120.51;789.44;150.09;271.08;209.74;72.86;132.89;173.75;160
17/09/2024;98.96;128.17;117.05;96.65;101.88;97.48;89.13;89.13;97.33;107.81;246.57;386.04;141.47;319.61;67.32;163.58;127.34;92.92;92.73;87.78;89.58;120.83;99.02;113.46;106.29;169.17;98.36;172.02;152.87;148.96;119.1;201.62;92.64;121.15;793.75;150.53;271.05;209.7;72.86;130.99;175.03;159.92
18/09/2024;98.83;128.17;117.04;96.33;101.69;97.28;88.95;88.95;97.43;108.04;246.68;385.51;140.86;318.98;67.3;162.83;127.28;92.87;92.66;87.72;89.45;120.59;98.79;113.26;106.1;168.7;98.07;171.65;152.51;148.46;118.65;201.1;92.64;121.11;790.52;149.69;270.26;208.93;72.86;131.15;174.3;159.46
19/09/2024;99.06;128.43;117.28;96.36;101.61;97.35;89.02;89.02;97.65;108.2;247.42;386.14;140.62;319.74;67.4;162.77;127.48;93.02;92.82;87.81;89.58;121.34;99.02;113.87;106.68;170.34;99.12;173.95;154.21;150.1;120.07;202.96;94.46;120.65;800.33;151.81;274.31;212.18;73.53;132.02;177.58;161.86
20/09/2024;99.05;128.58;117.42;96.28;101.31;97.27;88.94;88.94;97.66;107.93;247.5;384.63;140.45;318.88;67.39;162.54;127.39;92.95;92.75;87.77;89.56;121.11;99.02;113.58;106.4;169.68;98.65;172.17;152.96;149.61;119.88;203.72;95.3;120.35;791.25;149.56;273.89;212.14;73.62;131.55;174.97;161.04
23/09/2024;99.27;128.69;117.52;96.56;101.51;97.4;89.06;89.06;97.7;108.19;247.65;384.26;140.85;318.24;67.47;163.08;127.38;92.94;92.73;87.79;89.75;121.32;99.16;113.8;106.61;169.92;98.99;172.1;152.76;150.14;120.11;204.6;95.61;120.4;794.31;150.01;274.75;212.55;73.68;131.55;175.06;161.17
24/09/2024;99.38;128.86;117.67;96.73;101.58;97.54;89.19;89.19;97.79;108.51;247.93;383.88;141.44;318.45;67.53;163.52;127.47;93.01;92.87;87.85;89.85;121.77;99.33;114.05;106.84;170.83;99.18;172.85;153.49;150.18;120.27;207.89;100.25;121.11;797.51;151.1;274.96;213.06;76.88;132.11;176.82;161.4
25/09/2024;99.22;128.89;117.7;96.45;101.25;97.34;89;89;97.83;108.3;247.91;382.82;141.1;318.16;67.51;162.96;127.48;93.02;92.82;87.88;89.72;121.4;99.22;113.87;106.67;170.48;98.72;172.87;153.46;149.58;120.02;208.01;100.69;121.66;799.36;150.83;274.1;212.83;77.79;131.26;176.53;160.61
